old_name,new_name,score
warsport_handguard_short_accessory_rail_bottom,calsport_handguard_short_accessory_rail_bottom,0.894927536231884
warsport_handguard_long_accessory_rail_bottom,calsport_handguard_long_accessory_rail_bottom,0.8944444444444445
wilcox_raid_xe_front_caps,whitehouse_raid_xe_front_caps,0.8074074074074074
modtac_mrac_picatinny_rail_mounting_plates,taclite_mrac_picatinny_rail_mounting_plates,0.8754901960784314
modtac_mrac_low_profile_mounting_plates,taclite_mrac_low_profile_mounting_plates,0.8723628691983123
modtac_mrac_gen3_mounting_coupler,taclite_mrac_gen3_mounting_coupler,0.8477611940298508
modtac_urac_gen2_mounting_coupler,taclite_urac_gen2_mounting_coupler,0.8477611940298508
modtac_urac_gen3_mounting_coupler,taclite_urac_gen3_mounting_coupler,0.8477611940298508
modtac_mrac_gen2_mounting_coupler,taclite_mrac_gen2_mounting_coupler,0.8477611940298508
modtac_rac_gen2_7inch_suppressor_shield,taclite_rac_gen2_7inch_suppressor_shield,0.8723628691983123
modtac_rac_gen2_6inch_suppressor_shield,taclite_rac_gen2_6inch_suppressor_shield,0.8723628691983123
modtac_rac_gen3_7inch_suppressor_shield,taclite_rac_gen3_7inch_suppressor_shield,0.8723628691983123
modtac_rac_gen3_6inch_suppressor_shield,taclite_rac_gen3_6inch_suppressor_shield,0.8723628691983123
modtac_urac_ironsight_mount,taclite_urac_ironsight_mount,0.8113636363636363
modtac_urac_flag_mount,taclite_urac_flag_mount,0.7972222222222223
modtac_urac_top_front_ironsight,taclite_urac_top_front_ironsight,0.8444444444444444
modtac_urac_top_front_ironsight_folded,taclite_urac_top_front_ironsight_folded,0.8712121212121212
modtac_urac_picatinny_coupler_mount,taclite_urac_picatinny_coupler_mount,0.8507042253521127
fr_ordnance_mc51k_upper_receiver,ferro_ordnance_mc51k_upper_receiver,0.8776119402985074
fr_ordnance_mc51_upper_receiver,ferro_ordnance_mc51_upper_receiver,0.8769230769230769
fr_ordnance_mc51sd_upper_receiver,ferro_ordnance_mc51sd_upper_receiver,0.8782608695652174
caa_hx5_mp5_picatinny_handguard,tas_hx5_mp5_picatinny_handguard,0.8677419354838709
fab_defense_g3_rs_handguard,pro_tactical_g3_rs_handguard,0.6090909090909091
hk_mp5_hk94_choate_stock_base,hk_mp5_hk94_cartman_stock_base,0.8573446327683616
hk_mp5_hk94_choate_stock,hk_mp5_hk94_cartman_stock,0.8285714285714285
fr_ordnance_mc51_211mm_7.62x51_barrel,ferro_ordnance_mc51_211mm_7.62x51_barrel,0.8971861471861472
fr_ordnance_mc51k_145mm_7.62x51_barrel,ferro_ordnance_mc51k_145mm_7.62x51_barrel,0.8976793248945147
fr_ordnance_mc51sd_125mm_7.62x51_barrel,ferro_ordnance_mc51sd_125mm_7.62x51_barrel,0.8981481481481481
fr_ordnance_mc51k_bolt_assembly,ferro_ordnance_mc51k_bolt_assembly,0.8769230769230769
fr_ordnance_mc51_bolt_assembly,ferro_ordnance_mc51_bolt_assembly,0.8761904761904762
fr_ordnance_mc51sd_suppressor,ferro_ordnance_mc51sd_suppressor,0.8504098360655737
weaver_extended_multislot_rail_base,spinner_extended_multislot_rail_base,0.8366197183098592
walther_mrs_red_dot_sight,gunther_mrs_red_dot_sight,0.8400000000000001
pts_fortis_shift_tactical_grip,pts_validus_shift_tactical_grip,0.8262295081967213
veles_belomo_picatinny_mount_pkas,veles_chelomo_picatinny_mount_pkas,0.8776119402985074
veles_belomo_pk06_kobra_sight,veles_chelomo_pk06_kobra_sight,0.8745762711864407
valday_1p87,volhov_1p87,0.5681818181818181
valday_zt310_picatinny_mount,volhov_zt310_picatinny_mount,0.8035714285714286
fab_defense_tactical_lightweight_vertical_grip,pro_tactical_tactical_lightweight_vertical_grip,0.750733137829912
pac_rear_sight_base,aft_rear_sight_base,0.8223684210526316
larue_qd_lt_101,leroux_qd_lt_101,0.7620967741935484
dpms_mangonel_rear_sight_base,dams_mangonel_rear_sight_base,0.8827586206896552
ncstar_blue_lam_module,cosmotac_blue_lam_module,0.8097826086956521
ncstar_mpr45_offset_mount,cosmotac_mpr45_offset_mount,0.8173076923076923
wilcox_compm_30mm_mount,whitehouse_compm_30mm_mount,0.775
tangodown_bgv_mk46k_grip,targetdown_bgv_mk46k_grip,0.8239795918367347
burris_ar_prb_mount,alistair_ar_prb_mount,0.75
veles_belomo_prc_red_dot,veles_chelomo_prc_red_dot,0.8693877551020408
ncstar_mark_3_tactical_gen2_3_9x42,cosmotac_mark_3_tactical_gen2_3_9x42,0.8738095238095238
dpms_mangonel_front_sight_base,dams_mangonel_front_sight_base,0.8833333333333333
burris_ar_pepr_30mm_mount,alistair_ar_pepr_30mm_mount,0.8038461538461539
cosmic_tactical_saturn_scope_mount,stellartac_saturn_scope_mount,0.6984126984126984
ncstar_vism_gen2_carry_handle,cosmotac_vism_gen2_carry_handle,0.8500000000000001
ncstar_vism_micro_green_dot_red_laser_vdgrlb,cosmotac_vism_micro_green_dot_red_laser_vdgrlb,0.9041666666666667
wilcox_raid_xe_g18_high_power_laser_aiming_device,whitehouse_raid_xe_g18_high_power_laser_aiming_device,0.8954248366013071
wilcox_raid_xe_g14_high_power_laser_aiming_device,whitehouse_raid_xe_g14_high_power_laser_aiming_device,0.8954248366013071
harrison_hbr_base,harrison_pra_adapter,0.49099099099099097
windham_weaponry_sling_swivel,windsor_armory_sling_swivel,0.6071428571428572
windham_weaponry_railed_ar15_gasblock,windsor_armory_railed_ar15_gasblock,0.6888888888888889
geissele_smr_mk4_federal_mlok_10inch,schmidt_smr_mk4_federal_mlok_10inch,0.8251173708920188
veriforce_tactical_ar15_4inch_ultralight_mlok_freefloat_hg,quix_tacticals_ar15_4inch_ultralight_mlok_freefloat_hg,0.8214285714285714
geissele_smr_mk16_mlok_urg_i_15inch,schmidt_smr_mk16_mlok_urg_i_15inch,0.834368530020704
geissele_smr_mk16_mlok_urg_i_9.3inch,schmidt_smr_mk16_mlok_urg_i_9.3inch,0.8370221327967806
geissele_smr_mk16_mlok_urg_i_13.5inch,schmidt_smr_mk16_mlok_urg_i_13.5inch,0.8395303326810175
geissele_smr_mk16_mlok_urg_i_10.5inch,schmidt_smr_mk16_mlok_urg_i_10.5inch,0.8395303326810175
